run,generation,best_gen_raw,avg_raw,std_dev_raw
35,0,0.001000,0.000008,0.000087
35,1,0.000010,0.000000,0.000001
35,2,0.010000,0.000027,0.000500
35,3,0.001000,0.000004,0.000051
35,4,0.001000,0.000018,0.000122
35,5,0.010000,0.000034,0.000505
35,6,0.001000,0.000016,0.000112
35,7,0.010000,0.000117,0.001000
35,8,0.100000,0.000383,0.005094
35,9,0.100000,0.000433,0.005116
35,10,0.100000,0.000759,0.007183
35,11,0.100000,0.000814,0.007213
35,12,0.100000,0.001709,0.011235
35,13,0.100000,0.002073,0.012285
35,14,38.700000,0.164053,2.331111
35,15,59.800000,0.263231,3.728393
35,16,49.700000,0.318110,3.662981
35,17,39.400000,0.102649,1.969872
35,18,48.800000,0.516028,4.582477
35,19,52.900000,0.320469,3.723937
35,20,46.900000,0.210629,2.916160
35,21,38.700000,0.494982,4.017104
35,22,65.800000,0.659613,5.429188
35,23,44.600000,0.686270,5.089367
35,24,54.500000,2.015506,8.868720
35,25,54.800000,1.558149,7.556242
35,26,50.700000,1.738716,8.277017
35,27,55.600000,1.995104,8.794437
35,28,59.500000,2.515168,9.652762
35,29,60.600000,2.560727,10.089068
35,30,63.700000,4.127969,12.479597
35,31,61.400000,3.513588,11.544177
35,32,59.000000,5.177801,13.747836
35,33,61.900000,5.494487,14.260937
35,34,57.500000,6.604860,14.863866
35,35,59.400000,9.239667,17.433593
35,36,64.900000,9.252159,17.328910
35,37,58.600000,10.132457,17.681234
35,38,60.500000,9.081834,16.900830
35,39,58.900000,11.315972,18.217633
35,40,66.900000,13.255725,19.301073
35,41,65.500000,14.048015,19.488547
35,42,56.600000,16.827922,19.731300
35,43,61.200000,19.466791,20.184881
35,44,63.400000,19.649364,20.212309
35,45,69.600000,20.650612,21.036212
35,46,71.500000,21.003494,21.250785
35,47,59.800000,23.000831,21.024868
35,48,65.800000,25.559883,21.229391
35,49,62.000000,25.746563,21.728073
35,50,67.900000,29.616976,21.231556
35,51,64.600000,30.035445,21.875602
35,52,65.800000,31.656288,21.880252
35,53,70.600000,31.229446,22.110861
35,54,68.000000,32.794716,22.208877
35,55,70.600000,35.933005,21.838459
35,56,72.600000,35.655306,22.744312
35,57,69.600000,37.610088,22.390357
35,58,74.800000,40.462485,21.937972
35,59,74.600000,40.789810,22.287705
35,60,71.700000,39.619433,23.603886
35,61,69.700000,39.953286,24.035829
35,62,72.600000,43.937560,23.102124
35,63,78.200000,46.727083,22.332070
35,64,79.800000,48.402255,22.218669
35,65,76.600000,48.264955,23.644528
35,66,81.600000,47.708880,25.338133
35,67,80.600000,49.774855,24.910507
35,68,79.800000,51.176635,24.944379
35,69,85.400000,50.555580,26.240464
35,70,87.600000,54.723763,24.361478
35,71,84.500000,52.790625,27.368268
35,72,88.600000,53.568600,27.766619
35,73,85.500000,56.649127,26.262096
35,74,88.600000,56.744330,27.497365
35,75,86.600000,57.125655,28.610468
35,76,90.300000,61.460375,25.899095
35,77,90.300000,61.310503,27.967944
35,78,89.300000,62.002550,28.195976
35,79,89.300000,64.758428,27.345944
35,80,89.300000,65.531582,28.576787
35,81,91.200000,68.159205,27.757249
35,82,89.600000,73.528650,22.608781
35,83,89.500000,75.785825,21.993359
35,84,89.500000,80.482300,15.282405
35,85,90.500000,80.732025,18.344862
35,86,89.500000,82.892025,16.062955
35,87,90.400000,84.375025,15.018218
35,88,90.400000,84.389525,16.760530
35,89,90.400000,83.946200,18.308951
35,90,90.400000,84.991800,16.264136
35,91,90.400000,85.540775,15.130756
35,92,94.300000,83.153100,20.614846
35,93,94.300000,82.814375,21.452724
35,94,94.300000,82.326100,22.650992
35,95,94.400000,79.519425,26.930072
35,96,94.300000,79.903450,26.345484
35,97,94.400000,77.787705,29.140501
35,98,94.300000,80.284825,26.458607
35,99,94.400000,77.327680,29.958343
