run,generation,best_gen_raw,avg_raw,std_dev_raw
49,0,0.000100,0.000001,0.000009
49,1,0.001000,0.000003,0.000051
49,2,0.001000,0.000004,0.000051
49,3,0.000100,0.000001,0.000011
49,4,0.010000,0.000036,0.000507
49,5,0.001000,0.000010,0.000087
49,6,0.010000,0.000040,0.000509
49,7,0.010000,0.000049,0.000518
49,8,0.100000,0.000273,0.005001
49,9,0.100000,0.000376,0.005094
49,10,0.100000,0.000345,0.005048
49,11,0.010000,0.000109,0.000876
49,12,0.100000,0.000478,0.005161
49,13,0.100000,0.001142,0.009987
49,14,0.100000,0.001362,0.010072
49,15,0.100000,0.001251,0.010025
49,16,0.100000,0.001092,0.007334
49,17,0.100000,0.003119,0.015691
49,18,56.400000,0.371748,4.302271
49,19,0.100000,0.004909,0.019019
49,20,47.600000,0.300796,3.459657
49,21,40.500000,0.186729,2.568065
49,22,57.500000,0.656760,5.412983
49,23,51.300000,0.655313,5.318503
49,24,61.500000,0.891095,6.263165
49,25,53.800000,1.602983,8.207167
49,26,54.600000,2.063219,8.766563
49,27,48.700000,2.206504,8.983135
49,28,66.400000,4.040068,12.524456
49,29,63.900000,3.984172,12.673884
49,30,60.200000,6.111261,14.815763
49,31,62.300000,6.621671,15.282279
49,32,67.400000,8.201306,16.584346
49,33,66.400000,9.224288,17.425104
49,34,56.900000,11.832397,18.530175
49,35,62.400000,13.746062,19.915855
49,36,66.300000,15.928663,20.705217
49,37,62.500000,17.189466,20.705096
49,38,64.600000,19.368595,21.030249
49,39,65.600000,21.321516,21.300209
49,40,66.800000,20.949581,20.888193
49,41,69.500000,23.572686,21.023633
49,42,67.600000,27.088308,21.116642
49,43,65.900000,23.898128,21.837352
49,44,62.700000,27.603751,21.576229
49,45,64.800000,30.547500,20.896532
49,46,64.500000,30.415238,20.942799
49,47,68.600000,34.327543,20.835743
49,48,75.300000,36.023205,19.982023
49,49,72.400000,35.622530,20.791209
49,50,70.400000,35.205413,22.302637
49,51,67.400000,39.042483,21.460793
49,52,75.400000,38.838355,23.473684
49,53,72.700000,40.268883,23.092201
49,54,72.600000,41.285680,23.300664
49,55,76.500000,42.441380,23.603433
49,56,77.500000,42.584410,23.712298
49,57,77.700000,44.607055,22.859024
49,58,75.600000,45.185360,23.588975
49,59,75.600000,47.070255,22.912185
49,60,78.400000,47.180077,23.823756
49,61,77.300000,47.811380,24.471422
49,62,77.400000,49.042960,24.593490
49,63,81.500000,50.143150,24.610390
49,64,77.500000,51.782935,24.610217
49,65,81.400000,52.011875,25.026959
49,66,79.400000,52.403782,25.645968
49,67,82.500000,50.691860,27.839491
49,68,84.400000,54.474750,25.960441
49,69,86.500000,55.539380,26.209329
49,70,81.300000,55.302227,26.437391
49,71,87.500000,55.259652,27.450821
49,72,87.500000,57.535052,26.314879
49,73,83.200000,57.664328,26.786826
49,74,82.500000,59.407577,25.908395
49,75,82.500000,59.808505,25.769364
49,76,85.400000,59.118685,26.695095
49,77,86.500000,61.225685,25.698983
49,78,86.500000,60.385877,27.871305
49,79,86.500000,62.256577,27.037347
49,80,86.500000,62.387575,27.615162
49,81,87.400000,63.943705,27.504384
49,82,87.400000,65.718800,26.109203
49,83,87.400000,67.882125,24.966613
49,84,90.500000,65.164325,28.614744
49,85,87.400000,69.840677,24.830424
49,86,90.500000,71.346375,24.962128
49,87,90.500000,73.465700,25.530418
49,88,87.400000,78.338175,20.194504
49,89,87.500000,82.216750,14.758082
49,90,87.400000,80.988253,19.680638
49,91,90.500000,83.446575,15.381572
49,92,90.500000,82.281550,18.936616
49,93,90.500000,83.787400,16.022903
49,94,90.500000,84.091050,15.499343
49,95,90.500000,82.999925,18.586205
49,96,90.500000,83.908125,16.621884
49,97,90.500000,82.347950,19.938870
49,98,90.500000,81.847475,21.179430
49,99,90.500000,84.263875,16.108638
