run,generation,best_gen_raw,avg_raw,std_dev_raw
2,0,0.001000,0.000003,0.000050
2,1,0.001000,0.000004,0.000051
2,2,0.001000,0.000004,0.000051
2,3,0.001000,0.000005,0.000052
2,4,0.010000,0.000034,0.000507
2,5,0.010000,0.000047,0.000516
2,6,0.010000,0.000041,0.000512
2,7,0.010000,0.000077,0.000720
2,8,0.010000,0.000093,0.000870
2,9,0.010000,0.000090,0.000727
2,10,0.100000,0.000393,0.005094
2,11,0.100000,0.000634,0.005289
2,12,0.010000,0.000473,0.001962
2,13,0.100000,0.001108,0.008763
2,14,43.900000,0.110842,2.194963
2,15,0.100000,0.001529,0.010112
2,16,47.900000,0.201080,2.868544
2,17,45.500000,0.218306,3.048382
2,18,54.500000,0.232551,3.275577
2,19,37.800000,0.163380,2.282546
2,20,46.600000,0.315966,3.569897
2,21,42.800000,0.534984,4.349567
2,22,51.700000,0.622099,5.062711
2,23,57.500000,0.744053,5.662983
2,24,50.800000,0.750912,5.600902
2,25,61.500000,1.810837,8.714328
2,26,53.700000,2.595452,10.004131
2,27,61.800000,2.949930,10.670579
2,28,64.600000,4.342137,13.125807
2,29,63.800000,5.161240,14.221249
2,30,70.600000,7.301806,16.669356
2,31,66.300000,7.470274,16.732047
2,32,66.700000,8.002502,17.027041
2,33,61.600000,12.028581,19.563675
2,34,62.700000,12.895561,20.471034
2,35,64.400000,14.028099,20.633650
2,36,71.400000,16.049131,22.037797
2,37,69.600000,17.216477,22.377362
2,38,65.400000,17.761819,22.542352
2,39,68.900000,20.235897,23.314262
2,40,74.700000,20.666658,23.414538
2,41,72.400000,20.480341,23.241638
2,42,66.800000,23.138779,23.419623
2,43,65.600000,23.891021,24.194661
2,44,67.500000,24.683528,24.465585
2,45,68.300000,26.728070,24.281105
2,46,70.500000,28.033268,24.447274
2,47,72.500000,31.211998,23.864678
2,48,67.600000,30.935008,23.947630
2,49,73.400000,31.535040,24.520783
2,50,71.500000,30.845635,25.155807
2,51,69.500000,33.428708,24.504075
2,52,68.800000,35.315765,24.172858
2,53,69.500000,37.080885,24.350876
2,54,76.400000,38.611083,24.709576
2,55,72.600000,42.794558,23.447032
2,56,74.800000,43.141600,23.961895
2,57,80.400000,43.737633,25.180054
2,58,74.800000,46.568850,24.039018
2,59,76.400000,47.733458,24.319197
2,60,76.600000,51.448805,22.490176
2,61,76.400000,51.465625,24.100710
2,62,79.300000,54.156950,22.254503
2,63,79.500000,52.197452,24.973328
2,64,79.500000,54.349000,24.556714
2,65,80.400000,58.097727,22.390108
2,66,85.400000,58.309300,23.619171
2,67,87.400000,60.244450,22.655087
2,68,85.300000,60.608428,23.516048
2,69,84.300000,60.072625,25.065391
2,70,83.300000,61.850450,24.490091
2,71,84.300000,62.275282,25.133994
2,72,84.300000,63.688625,24.334168
2,73,86.300000,66.781575,22.710587
2,74,86.300000,70.403775,19.501408
2,75,86.300000,70.279877,21.796019
2,76,85.300000,72.160075,19.859073
2,77,85.300000,72.777802,20.320806
2,78,86.300000,73.326575,20.071702
2,79,86.300000,74.831075,18.789443
2,80,90.300000,75.629075,18.958568
2,81,90.300000,77.099027,17.518828
2,82,90.300000,78.235350,16.800617
2,83,90.300000,79.151100,15.894420
2,84,90.300000,79.153002,16.968637
2,85,86.400000,80.071375,17.072891
2,86,85.300000,80.560275,17.605839
2,87,85.400000,83.455000,10.445103
2,88,85.300000,81.461825,16.703290
2,89,85.400000,82.333275,14.585302
2,90,85.400000,82.618300,13.961807
2,91,85.400000,82.991000,12.674096
2,92,86.300000,81.526550,16.232138
2,93,86.300000,81.618325,16.219327
2,94,86.300000,81.635275,15.677626
2,95,86.300000,80.521577,18.576882
2,96,86.300000,83.159500,11.985905
2,97,85.400000,81.922750,15.680052
2,98,85.400000,81.612750,16.700930
2,99,85.400000,82.596525,13.978903
