run,generation,best_gen_raw,avg_raw,std_dev_raw
9,0,0.000100,0.000000,0.000005
9,1,0.000100,0.000000,0.000005
9,2,0.000100,0.000001,0.000009
9,3,0.001000,0.000003,0.000050
9,4,0.000100,0.000001,0.000005
9,5,0.000100,0.000001,0.000009
9,6,0.000100,0.000003,0.000014
9,7,0.001000,0.000019,0.000122
9,8,0.100000,0.000292,0.005024
9,9,0.010000,0.000035,0.000505
9,10,0.010000,0.000070,0.000714
9,11,0.010000,0.000148,0.001117
9,12,49.900000,0.125443,2.494976
9,13,0.100000,0.000758,0.007184
9,14,0.100000,0.001143,0.009999
9,15,0.010000,0.000234,0.001321
9,16,0.100000,0.000975,0.008719
9,17,0.100000,0.000919,0.007254
9,18,42.500000,0.107979,2.124943
9,19,0.100000,0.001737,0.010178
9,20,0.100000,0.002786,0.013297
9,21,56.500000,0.500401,4.984171
9,22,46.400000,0.121037,2.319830
9,23,57.700000,0.151793,2.884719
9,24,62.600000,0.341838,4.036834
9,25,68.800000,1.011769,7.590588
9,26,69.500000,0.917981,6.903673
9,27,66.000000,1.134375,7.894480
9,28,79.500000,2.536611,11.950287
9,29,73.800000,2.518115,11.680268
9,30,74.500000,3.355147,13.436049
9,31,90.400000,3.784645,14.091480
9,32,72.300000,4.967457,15.774273
9,33,82.300000,6.834588,18.147902
9,34,81.500000,8.516891,20.191371
9,35,74.600000,7.627123,19.163045
9,36,74.400000,8.550338,19.824300
9,37,74.500000,9.569933,20.355785
9,38,76.900000,12.374258,22.577036
9,39,79.400000,13.979741,23.846336
9,40,79.700000,12.332949,23.260495
9,41,79.600000,12.926128,23.181780
9,42,82.600000,14.905388,25.134952
9,43,78.400000,14.717653,24.676404
9,44,84.700000,18.448504,27.146975
9,45,88.700000,18.450614,27.501191
9,46,87.700000,20.860022,29.195795
9,47,89.800000,25.521296,30.026676
9,48,88.300000,24.577022,29.494747
9,49,94.500000,27.638478,30.440951
9,50,94.500000,32.459591,31.024542
9,51,93.700000,32.432789,31.542454
9,52,89.500000,37.428571,32.774176
9,53,93.600000,39.594470,32.715663
9,54,91.600000,39.045396,33.968037
9,55,97.400000,43.128241,33.765264
9,56,101.600000,47.227268,33.378577
9,57,98.400000,48.201070,33.818833
9,58,102.300000,50.828853,33.996621
9,59,100.200000,55.030385,34.018751
9,60,112.300000,56.790380,35.057001
9,61,106.300000,60.711173,34.318286
9,62,113.300000,60.854285,36.144486
9,63,109.500000,68.264935,32.871646
9,64,112.500000,71.177305,32.631316
9,65,112.500000,75.556500,31.952699
9,66,109.500000,74.997755,33.777387
9,67,113.300000,77.555115,33.576450
9,68,113.400000,80.024900,33.473785
9,69,113.400000,82.234907,32.700550
9,70,113.400000,81.795902,35.038130
9,71,116.500000,86.053327,33.221342
9,72,117.400000,87.727557,32.726470
9,73,116.500000,84.352978,36.992246
9,74,117.400000,90.181225,32.077095
9,75,117.400000,92.511830,31.047306
9,76,116.500000,90.736228,34.798961
9,77,117.400000,95.802603,31.102568
9,78,117.500000,98.457600,29.938878
9,79,117.500000,98.579825,30.470123
9,80,117.500000,99.886900,29.808603
9,81,117.500000,101.659025,27.693636
9,82,117.500000,105.013550,23.167263
9,83,117.500000,106.757050,22.063308
9,84,117.500000,108.949500,17.811743
9,85,117.500000,109.294525,19.450861
9,86,117.600000,109.741275,18.807388
9,87,117.600000,110.822000,17.210161
9,88,117.600000,110.611500,19.793558
9,89,117.600000,111.237275,20.656634
9,90,117.600000,111.782525,20.754720
9,91,117.600000,113.108775,18.436680
9,92,117.600000,113.522525,19.304944
9,93,117.600000,114.252750,17.540131
9,94,117.600000,111.685050,23.795658
9,95,117.600000,111.645750,24.415690
9,96,117.600000,115.111000,14.513483
9,97,117.600000,113.097750,20.940034
9,98,117.600000,114.101275,18.459655
9,99,117.600000,112.362525,23.090638
