run,generation,best_gen_raw,avg_raw,std_dev_raw
8,0,0.000010,0.000000,0.000001
8,1,0.000100,0.000001,0.000007
8,2,0.000100,0.000001,0.000007
8,3,0.001000,0.000005,0.000052
8,4,0.000100,0.000002,0.000011
8,5,0.010000,0.000057,0.000709
8,6,0.010000,0.000063,0.000712
8,7,0.010000,0.000069,0.000715
8,8,0.010000,0.000068,0.000714
8,9,0.100000,0.000270,0.005000
8,10,0.100000,0.000585,0.007093
8,11,0.010000,0.000227,0.001321
8,12,0.010000,0.000187,0.001224
8,13,61.500000,0.154499,3.074971
8,14,0.100000,0.000537,0.005204
8,15,0.100000,0.000991,0.007311
8,16,44.900000,0.113782,2.244951
8,17,51.600000,0.185535,2.804057
8,18,0.100000,0.001623,0.010135
8,19,40.700000,0.104371,2.034917
8,20,0.100000,0.003789,0.017110
8,21,61.900000,0.159400,3.094822
8,22,0.100000,0.005462,0.019591
8,23,51.800000,0.355052,4.044192
8,24,54.500000,0.143620,2.724729
8,25,54.000000,0.583579,5.219308
8,26,58.700000,0.783912,6.319376
8,27,64.900000,1.076820,7.526012
8,28,61.600000,1.181534,7.153764
8,29,73.800000,1.690700,9.318235
8,30,69.900000,1.876459,9.651033
8,31,62.000000,2.720897,11.383273
8,32,73.500000,3.808005,13.316585
8,33,74.900000,3.805059,13.329824
8,34,69.700000,4.912412,15.120039
8,35,72.600000,4.870623,15.085937
8,36,66.500000,6.555684,16.783356
8,37,67.600000,8.327800,18.454771
8,38,73.400000,9.362747,19.773893
8,39,73.800000,10.830056,20.554389
8,40,73.900000,10.772466,20.155585
8,41,77.500000,14.364182,22.734432
8,42,81.900000,15.597815,23.803661
8,43,77.700000,20.916510,25.461647
8,44,92.700000,20.778907,25.611911
8,45,82.900000,23.354091,26.638666
8,46,82.700000,25.682884,27.187277
8,47,88.000000,26.341040,28.172813
8,48,82.600000,30.662874,27.957974
8,49,88.900000,32.211764,28.239144
8,50,88.700000,33.378868,28.292597
8,51,93.600000,34.292606,28.727572
8,52,86.700000,37.519998,28.348334
8,53,93.400000,38.510815,30.097825
8,54,86.700000,44.139191,28.697772
8,55,91.800000,43.679396,30.520049
8,56,95.900000,45.379386,31.638946
8,57,95.600000,48.837060,31.229827
8,58,95.900000,51.474313,31.318108
8,59,96.900000,50.452363,33.601074
8,60,96.900000,53.593960,33.630168
8,61,102.500000,60.460756,31.648893
8,62,106.400000,56.821616,34.426157
8,63,101.700000,59.380558,33.032714
8,64,101.800000,62.163575,33.981428
8,65,99.900000,63.533980,33.900548
8,66,102.500000,70.807778,30.157921
8,67,102.500000,74.134185,28.844354
8,68,106.700000,73.120058,31.467935
8,69,111.600000,75.494227,30.752124
8,70,110.700000,75.663977,32.264392
8,71,106.700000,80.058375,30.562628
8,72,106.700000,83.074427,28.041761
8,73,106.700000,82.303252,30.234450
8,74,106.800000,84.411150,28.677529
8,75,110.700000,84.141877,28.661843
8,76,110.700000,88.099850,23.486356
8,77,111.600000,86.495900,27.768379
8,78,106.700000,87.487827,27.170193
8,79,106.700000,90.222280,22.425573
8,80,106.700000,91.146550,20.643758
8,81,106.700000,92.129050,20.733711
8,82,107.500000,91.845527,21.740682
8,83,106.700000,89.904775,26.151810
8,84,106.700000,92.059250,22.818304
8,85,106.700000,91.684525,24.271988
8,86,106.700000,94.371750,19.434894
8,87,106.700000,92.402800,24.409921
8,88,106.700000,94.674275,21.177855
8,89,106.700000,94.158752,21.753951
8,90,106.700000,95.217250,19.615697
8,91,106.700000,94.939025,21.306680
8,92,106.700000,98.697525,13.103039
8,93,106.700000,97.671775,17.092570
8,94,106.700000,98.043500,17.034090
8,95,106.700000,99.068750,14.870359
8,96,106.700000,98.473800,16.484763
8,97,106.700000,98.543775,14.209816
8,98,106.700000,98.144525,17.227117
8,99,106.700000,98.077500,16.544917
