run,generation,best_gen_raw,avg_raw,std_dev_raw
32,0,0.000100,0.000001,0.000009
32,1,0.000010,0.000000,0.000001
32,2,0.010000,0.000026,0.000500
32,3,0.010000,0.000030,0.000502
32,4,0.100000,0.000283,0.005024
32,5,0.001000,0.000006,0.000052
32,6,0.001000,0.000011,0.000088
32,7,0.100000,0.000259,0.005000
32,8,0.100000,0.000299,0.005024
32,9,0.010000,0.000095,0.000727
32,10,0.010000,0.000276,0.001565
32,11,0.100000,0.000653,0.007123
32,12,0.100000,0.001194,0.010007
32,13,0.100000,0.000576,0.005225
32,14,0.100000,0.000732,0.005348
32,15,42.800000,0.108222,2.139957
32,16,47.100000,0.118815,2.354958
32,17,43.900000,0.221198,3.093124
32,18,51.300000,0.231340,3.233082
32,19,43.900000,0.216446,3.002841
32,20,50.700000,0.349442,3.977424
32,21,63.500000,0.652904,5.914033
32,22,64.400000,0.688928,5.643973
32,23,56.800000,0.892485,6.645419
32,24,84.400000,1.673695,9.400430
32,25,60.600000,0.975211,6.815340
32,26,62.900000,1.682999,9.194965
32,27,59.800000,1.943520,9.096768
32,28,72.400000,3.082643,12.650043
32,29,71.700000,3.289763,12.430511
32,30,65.500000,4.810752,15.088444
32,31,73.900000,5.491234,15.937359
32,32,85.500000,5.217978,16.029052
32,33,83.400000,6.762713,18.441501
32,34,75.500000,7.314311,18.731334
32,35,75.700000,11.795147,22.539093
32,36,88.400000,13.165990,23.463698
32,37,88.700000,11.809043,22.773739
32,38,72.700000,13.967063,23.514286
32,39,83.500000,14.342888,24.370812
32,40,76.200000,16.099630,25.395953
32,41,85.300000,20.102670,27.731447
32,42,85.500000,22.650504,28.426929
32,43,90.500000,23.698884,28.503173
32,44,89.600000,27.392276,29.467926
32,45,87.700000,29.335598,29.988971
32,46,93.500000,28.815976,30.022411
32,47,90.600000,29.942253,30.607930
32,48,88.700000,34.538019,31.542254
32,49,89.400000,40.208808,31.474720
32,50,92.600000,38.124811,32.859178
32,51,91.800000,40.906839,32.566581
32,52,97.700000,43.603704,33.210707
32,53,96.600000,40.935168,34.043951
32,54,93.600000,43.956648,34.179932
32,55,93.500000,44.923785,34.218784
32,56,95.600000,50.483660,33.384256
32,57,101.300000,54.591245,33.145300
32,58,104.600000,54.911195,34.874201
32,59,98.400000,56.346990,34.594982
32,60,104.500000,59.713482,33.571091
32,61,98.600000,60.729677,34.753724
32,62,103.600000,66.405910,32.346756
32,63,104.300000,65.919318,33.952822
32,64,105.600000,64.948583,35.725005
32,65,107.400000,69.086280,34.638455
32,66,106.700000,71.600310,33.681260
32,67,108.600000,72.972613,34.414042
32,68,108.500000,72.942983,35.775282
32,69,108.200000,73.016888,36.419446
32,70,108.400000,74.891510,36.698620
32,71,114.500000,77.369678,35.086723
32,72,111.500000,81.390232,32.223424
32,73,108.500000,81.848828,33.164138
32,74,112.400000,81.925277,34.196250
32,75,109.500000,84.788825,32.136803
32,76,109.400000,85.912400,32.508780
32,77,109.300000,85.998902,33.203033
32,78,109.300000,88.350175,31.803157
32,79,109.300000,88.258350,32.174050
32,80,109.400000,93.051825,27.338705
32,81,109.400000,94.113600,26.678679
32,82,109.400000,94.399825,27.651346
32,83,109.400000,95.398328,27.433190
32,84,109.400000,96.555000,26.667327
32,85,109.500000,97.301125,26.325854
32,86,109.500000,99.277528,23.004082
32,87,109.500000,99.145550,24.098539
32,88,109.500000,100.339125,23.194225
32,89,109.500000,102.908000,17.629486
32,90,109.500000,102.736028,19.899377
32,91,109.500000,102.045025,23.030133
32,92,109.500000,104.275750,19.344192
32,93,109.500000,103.440500,22.601529
32,94,109.500000,105.465275,18.679114
32,95,109.500000,103.068775,24.374704
32,96,109.500000,104.286325,20.845073
32,97,109.500000,104.806500,20.160627
32,98,109.500000,106.913750,14.499119
32,99,109.500000,106.529025,15.469974
