run,generation,best_gen_raw,avg_raw,std_dev_raw
7,0,0.001000,0.000005,0.000052
7,1,0.100000,0.000291,0.005024
7,2,0.001000,0.000015,0.000101
7,3,0.010000,0.000073,0.000717
7,4,0.010000,0.000112,0.000877
7,5,0.100000,0.000606,0.007109
7,6,0.010000,0.000184,0.001223
7,7,0.100000,0.000448,0.005139
7,8,0.100000,0.000734,0.007169
7,9,0.100000,0.000974,0.008706
7,10,37.200000,0.094273,1.859963
7,11,0.100000,0.000957,0.007283
7,12,50.800000,0.245258,3.452583
7,13,43.800000,0.110548,2.189960
7,14,28.700000,0.074401,1.434936
7,15,0.100000,0.002295,0.012318
7,16,40.700000,0.180810,2.545804
7,17,48.900000,0.234217,3.268135
7,18,48.800000,0.347183,3.941429
7,19,44.800000,0.362591,3.639434
7,20,43.000000,0.258173,2.996411
7,21,52.500000,0.915946,5.862765
7,22,40.700000,0.585569,4.683282
7,23,46.700000,0.715732,5.098830
7,24,39.700000,0.676361,4.714804
7,25,41.700000,0.799480,5.227341
7,26,54.700000,1.235453,7.065201
7,27,61.400000,1.291609,6.861453
7,28,51.900000,1.720669,8.186940
7,29,48.500000,1.295621,7.056128
7,30,49.900000,2.207442,8.811848
7,31,50.800000,2.458616,9.414060
7,32,54.700000,2.981828,10.161973
7,33,53.700000,3.013965,10.282861
7,34,47.700000,3.971408,11.186026
7,35,47.900000,4.490412,12.097507
7,36,57.800000,5.293249,13.367382
7,37,52.100000,4.761454,12.426875
7,38,56.700000,7.488055,15.428193
7,39,52.700000,8.927362,16.287768
7,40,55.500000,8.715176,16.067798
7,41,56.000000,9.649099,16.902132
7,42,56.600000,10.791583,17.299715
7,43,54.600000,10.496976,16.864371
7,44,57.700000,10.591985,17.084566
7,45,53.700000,12.828721,18.203333
7,46,61.600000,12.721473,18.469249
7,47,54.100000,14.582926,18.954649
7,48,55.900000,16.541987,19.144087
7,49,55.900000,17.811047,19.342527
7,50,56.700000,19.599067,19.490704
7,51,59.700000,22.670073,19.676441
7,52,62.700000,24.562144,19.672557
7,53,63.800000,25.925221,20.420651
7,54,67.800000,26.112816,20.541337
7,55,60.000000,26.737768,20.503617
7,56,65.800000,29.189773,20.613434
7,57,67.900000,30.934593,20.854846
7,58,65.400000,33.499238,19.564616
7,59,67.900000,33.593103,20.742320
7,60,66.600000,33.265923,21.826419
7,61,67.700000,35.222705,21.660692
7,62,65.300000,36.036528,21.080256
7,63,67.400000,37.347655,20.899787
7,64,71.500000,37.503438,22.499061
7,65,73.700000,37.489515,23.445334
7,66,72.600000,40.505760,22.617541
7,67,76.600000,41.473880,23.099662
7,68,76.500000,41.753011,23.537202
7,69,75.300000,41.938586,23.785204
7,70,77.700000,43.673480,23.179789
7,71,73.500000,44.160553,23.504388
7,72,80.500000,46.303628,22.922539
7,73,77.900000,48.676238,21.926397
7,74,79.600000,47.256725,24.616220
7,75,79.800000,48.941755,24.498840
7,76,78.700000,48.715315,25.110655
7,77,87.900000,50.762428,24.873145
7,78,82.600000,53.187905,24.285409
7,79,83.500000,53.489450,25.595614
7,80,84.600000,56.908425,24.025456
7,81,86.600000,56.478980,25.920345
7,82,85.600000,56.913182,26.643192
7,83,85.500000,58.188975,26.131594
7,84,88.700000,62.583780,23.440813
7,85,89.700000,64.528775,23.344610
7,86,86.500000,64.491577,25.159993
7,87,88.400000,65.074132,25.644420
7,88,89.600000,66.993628,23.803087
7,89,88.500000,67.610450,24.202524
7,90,88.600000,66.550877,26.753888
7,91,88.600000,64.858850,28.938581
7,92,89.700000,66.663350,27.876817
7,93,89.700000,67.453075,27.138170
7,94,89.800000,68.614680,26.198309
7,95,90.400000,69.760057,25.672355
7,96,89.600000,67.851777,28.061544
7,97,89.500000,67.948850,27.855961
7,98,89.500000,69.154400,27.791211
7,99,90.500000,70.050200,26.394128
