run,generation,best_gen_raw,avg_raw,std_dev_raw
12,0,0.001000,0.000006,0.000052
12,1,0.001000,0.000015,0.000112
12,2,0.010000,0.000042,0.000514
12,3,0.010000,0.000066,0.000714
12,4,0.010000,0.000093,0.000870
12,5,0.010000,0.000143,0.001116
12,6,0.100000,0.000328,0.005047
12,7,0.010000,0.000118,0.000881
12,8,0.100000,0.000667,0.007139
12,9,0.100000,0.000514,0.005182
12,10,0.100000,0.000614,0.007092
12,11,48.400000,0.121214,2.419990
12,12,25.900000,0.064948,1.294991
12,13,0.100000,0.001024,0.008729
12,14,0.010000,0.000353,0.001572
12,15,0.100000,0.002040,0.012280
12,16,0.100000,0.001978,0.011292
12,17,62.700000,0.273718,3.877521
12,18,48.400000,0.123094,2.419921
12,19,0.100000,0.003854,0.017118
12,20,44.000000,0.292283,3.328265
12,21,46.800000,0.231106,3.197238
12,22,46.600000,0.609505,4.940195
12,23,60.400000,0.485537,4.866930
12,24,31.000000,0.085506,1.549792
12,25,52.900000,0.314441,3.608750
12,26,53.700000,0.561176,4.951752
12,27,60.800000,0.980092,6.599705
12,28,48.800000,0.733387,5.465638
12,29,67.600000,1.160617,7.050361
12,30,57.800000,1.890370,8.925536
12,31,55.900000,1.218886,7.027415
12,32,46.400000,2.393113,9.334642
12,33,56.800000,2.828342,10.561464
12,34,52.800000,2.594595,9.765793
12,35,57.600000,3.431860,11.149353
12,36,50.900000,3.274033,10.941436
12,37,65.600000,4.816805,13.327611
12,38,67.700000,5.030023,13.810793
12,39,59.600000,5.504716,14.403274
12,40,59.700000,5.451457,13.932447
12,41,59.600000,6.824948,15.550042
12,42,57.700000,5.968740,14.250446
12,43,57.700000,6.119960,14.507489
12,44,61.600000,7.895787,16.503115
12,45,60.700000,7.416265,15.736853
12,46,65.600000,9.660344,17.837898
12,47,69.800000,8.401575,17.070490
12,48,63.600000,13.301930,20.142002
12,49,67.900000,11.725481,19.767264
12,50,68.700000,10.729435,19.082362
12,51,65.500000,15.074782,21.533120
12,52,65.400000,14.717547,21.362958
12,53,69.700000,14.930699,21.103241
12,54,65.300000,14.838170,21.204203
12,55,68.600000,16.641207,21.751689
12,56,66.600000,15.689324,21.599716
12,57,70.700000,17.086619,22.486945
12,58,70.500000,20.982307,22.988227
12,59,68.600000,21.481334,23.383407
12,60,69.800000,22.565333,23.725260
12,61,68.900000,26.446503,24.534532
12,62,73.600000,26.344982,24.816821
12,63,70.600000,27.642446,24.973420
12,64,80.500000,28.840981,25.049008
12,65,71.700000,28.524328,24.952447
12,66,71.400000,29.555400,25.706969
12,67,75.500000,31.517920,26.366433
12,68,77.500000,32.603516,26.236694
12,69,84.600000,33.195385,27.211221
12,70,79.400000,35.289835,28.046218
12,71,78.600000,38.582815,27.369525
12,72,80.600000,36.971940,28.667658
12,73,84.600000,41.605053,27.920132
12,74,81.400000,42.427550,28.456664
12,75,88.600000,45.868753,28.839679
12,76,88.700000,45.665360,30.597897
12,77,86.700000,49.225612,30.011438
12,78,88.500000,51.039380,30.064591
12,79,89.700000,54.399875,29.351462
12,80,87.600000,50.089630,33.017888
12,81,90.600000,56.074555,30.879077
12,82,91.400000,57.474880,31.725997
12,83,92.400000,59.629277,31.908248
12,84,91.500000,58.671330,33.999424
12,85,91.600000,62.143480,33.271204
12,86,91.700000,68.163550,29.772454
12,87,92.500000,73.049780,27.121160
12,88,97.600000,75.472100,26.283718
12,89,92.500000,74.822325,27.943958
12,90,97.500000,76.789402,26.927249
12,91,92.500000,77.794452,26.873273
12,92,92.500000,76.472975,29.746290
12,93,94.600000,80.872027,25.621919
12,94,96.600000,82.531600,24.470359
12,95,99.400000,82.507677,25.646332
12,96,99.400000,81.553500,27.644726
12,97,95.500000,81.241250,28.612432
12,98,99.400000,79.145207,31.319649
12,99,99.400000,85.142633,23.856056
